source,Region,Key,item_code,display_name,Markup/gkm,KVI,category,sub_category,leaf_category,PRODUCT TYPE,brand,Unit wt,Total_Inventory,Last_90day_qty_Sold,Last_90day_Sale,Last90daysale_stores_cnt,latest_MRP,CP,latest_selling,gm%,Guardrail LOWER,GUARDRAIL HIGHER,SATELLITE LOW,SATELLITE HIGH
STPLS,CG,CG71442,71442,Shubh Sakhi Whole Wheat Flour Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Shubh Sakhi,5,822,3805,748814,33,260,172,199,14%,7%,9%,8%,10%
STPLS,CG,CG76928,76928,Silver Coin Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Silver Coin,0.5,366,1097,68060,32,80,45,62,27%,20%,25%,,
STPLS,CG,CG75421,75421,Silver Coin Daliya 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Silver Coin,0.5,850,3398,118922,33,50,25,35,29%,20%,25%,,
STPLS,CG,CG70333,70333,Silver Coin Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Silver Coin,0.5,749,3111,90154,33,42,21,29,28%,25%,30%,,
STPLS,CG,CG75409,75409,Silver Coin Suji 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Silver Coin,0.5,669,6798,197138,33,42,23,29,21%,20%,25%,,
STPLS,CG,CG68848,68848,Silver Coin Traditional Chakki Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Silver Coin,5,730,5493,1132375,33,300,187,210,11%,7%,8%,8%,9%
STPLS,CG,CG23318,23318,Sunder Sakhi Maida | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Shubh Sakhi,0.5,988,4194,108977,33,35,18,26,31%,25%,30%,,
STPLS,CG,CG23319,23319,Sunder Sakhi Suji | 500g | Pack of 1,cost based,KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Sunder Sakhi,0.5,2392,14815,385213,33,40,20,26,23%,20%,25%,25%,30%
STPLS,CG,CG71600,71600,Tata Sampann Chana Dal Fine Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Tata Sampann,0.5,153,937,60992,33,75,56,65,14%,20%,25%,,
STPLS,CG,CG68177,68177,Vidhya Shree Gold Chakki Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Vidhya Shree,5,556,2422,481954,33,300,177,199,11%,7%,8%,8%,9%
STPLS,CG,CG95356,95356,Wheat Atta 1 Kg Loose,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Loose Container,1,7098,127231,4322201,33,60,31,34,9%,10%,12%,12%,14%
STPLS,CG,CG95472,95472,Whole Wheat Lokwan Loose - 1kg,cost based,NON KVI,Flours & Grains,Grains,Wheat,Wheat Lokwan,Loose Container,1,2611,10169,379189,32,50,31,38,18%,10%,12%,12%,14%
STPLS,JH,JH1614,1614,Aashirvaad Multigrain Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Multigrain Flour,Multigrain Flour,Aashirvaad,5,691,3246,1074112,74,383,314,335,6%,7%,8%,,
STPLS,JH,JH12388,12388,Aashirvaad Select Sharbatti Atta 5 kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Sharbati wheat flour,Aashirvaad,5,1012,1421,460690,73,375,307,335,8%,7%,8%,,
STPLS,JH,JH1615,1615,Aashirvaad Shudh Chakki Atta 10 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,10,2723,17628,8189067,74,534,430,469,8%,5%,7%,,
STPLS,JH,JH2405,2405,Aashirvaad Shudh Chakki Atta 5 Kg,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,5,3535,26723,6410082,74,283,218,239,9%,5%,7%,,
STPLS,JH,JH94200,94200,Aashirvad Whole Wheat Atta 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,1,1214,6083,322399,74,56,49,53,8%,8%,10%,,
STPLS,JH,JH650,650,Arrowroot Powder | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Arrowroot Powder,ASM,0.5,736,2501,119715,74,59,33,47,30%,30%,35%,,
STPLS,JH,JH13297,13297,Bambino Dalia 400g,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Bambino,0.4,401,2189,76615,74,35,27,33.6,20%,20%,25%,,
STPLS,JH,JH101722,101722,Bambino Roasted Dalia 500g Pack of 1,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Roasted Dalia,Bambino,0.5,259,1157,63635,73,55,43,46,7%,20%,25%,,
STPLS,JH,JH69961,69961,Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,ASM,0.5,1517,12371,680256,74,69,38,55,31%,30%,35%,,
STPLS,JH,JH102402,102402,Fortune Atta | 4.5kg | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Fortune,4.5,18,104,22489,30,250,193,195,1%,6%,7%,,
STPLS,JH,JH2621,2621,Fortune Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Fortune,0.5,1,0,0,0,85,48,62,23%,20%,25%,,
STPLS,JH,JH2619,2619,Fortune Chakki Fresh Atta | 5kg | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Fortune,5,1595,4657,1085344,74,270,220,235,6%,6%,7%,,
STPLS,JH,JH2618,2618,Fortune Chakki Fresh Atta 10 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Fortune,10,1122,2746,1243410,73,507,428,455,6%,6%,7%,,
STPLS,JH,JH13273,13273,Fortune Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Fortune,0.5,1088,8068,286843,74,44,23,38,39%,20%,25%,,
STPLS,JH,JH13272,13272,Fortune Suji 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Fortune,0.5,2679,14245,555558,74,45,23,39,41%,25%,30%,,
STPLS,JH,JH100497,100497,Jalan Bajra Atta - 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Bajra Flour,Jalan,0.5,450,1411,64892,74,47,32,46,30%,30%,35%,,
STPLS,JH,JH2632,2632,Jalan Chana Besan 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Jalan,1,3772,9521,1257861,74,140,99,132,25%,15%,20%,,
STPLS,JH,JH2633,2633,Jalan Chana Besan 200g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Jalan,0.2,2940,9774,293159,74,30,20,32,38%,20%,25%,,
STPLS,JH,JH2634,2634,Jalan Chana Besan 500g,cost based,KVI,Flours & Grains,Flours,Besan,Besan,Jalan,0.5,6201,20964,1449177,74,72,50,72,31%,20%,25%,,
STPLS,JH,JH2641,2641,Jalan Chana Sattu 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Jalan,1,688,3066,571406,74,195,151,187,19%,15%,20%,,
STPLS,JH,JH2636,2636,Jalan Chana Sattu 500g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Jalan,0.5,2393,11073,1020809,74,98,80,93,14%,20%,25%,,
STPLS,JH,JH100494,100494,Jalan Jawar Atta - 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Jowar Flour,Jalan,0.5,513,1274,71471,74,59,41,58,29%,30%,35%,,
STPLS,JH,JH100493,100493,Jalan Makai Atta - 500g,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Maize Flour,Jalan,0.5,655,2169,99708,74,50,32,46,30%,30%,35%,,
STPLS,JH,JH100492,100492,Jalan Ragi Atta - 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Ragi Flour,Jalan,0.5,463,1996,100470,74,55,37,53,30%,25%,30%,,
STPLS,JH,JH100495,100495,Jalan Rice Atta - 500g,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Rice Flour,Jalan,0.5,284,1972,78135,74,40,27,39,31%,30%,35%,,
STPLS,JH,JH2642,2642,Jalan Sattu 200g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Jalan,0.2,2420,7976,321746,74,40,34,44,23%,25%,30%,,
STPLS,JH,JH8689,8689,Maida 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,ASM,1,1642,10549,489144,74,59,29,46,37%,30%,35%,,
STPLS,JH,JH721,721,Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,ASM,0.5,1511,6745,161668,74,29,15,24,38%,35%,40%,,
STPLS,JH,JH95370,95370,Maida Loose | 1kg | Pack of 1,cost based,KVI,Flours & Grains,Flours,Maida,Maida,Loose Container,1,6146,39405,1536256,72,60,29,39,26%,15%,20%,,
STPLS,JH,JH723,723,Makka Popcorn Dana | 100g | Pack of 1,cost based,NON KVI,Flours & Grains,Grains,Maize,Sweet Corn,ASM,0.1,1216,3985,91645,74,29,10,23,57%,55%,60%,,
STPLS,JH,JH71094,71094,Organic Tattva Foxtail Millet | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Grains,Millets & Other Grains,Organic Foxtail Millet,Organic Tattva,0.5,4,2,352,1,185,139,153.55,9%,20%,25%,,
STPLS,JH,JH70328,70328,Organic Tattva Organic Bajra Flour | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Bajra Flour,Organic Tattva,0.5,311,210,14889,46,75,56,62.25,10%,20%,25%,,
STPLS,JH,JH27223,27223,Organic Tattva Organic Jowar Flour - 500g,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Jowar Flour,Organic Tattva,0.5,277,136,10328,46,80,60,66.4,10%,20%,25%,,
STPLS,JH,JH70329,70329,Organic Tattva Organic Multigrain Flour 1 kg,GKM Based,NON KVI,Flours & Grains,Flours,Multigrain Flour,Organic Multigrain Flour,Organic Tattva,1,276,266,27243,47,125,94,102,8%,20%,25%,,
STPLS,JH,JH27447,27447,Organic Tattva Organic Quinoa 500g,GKM Based,NON KVI,Flours & Grains,Grains,Millets & Other Grains,Organic Quinoa,Organic Tattva,0.5,11,5,1380,5,290,217,240.7,10%,20%,25%,,
STPLS,JH,JH28709,28709,Organic Tattva Organic Ragi Flour | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Ragi Flour,Organic Tattva,0.5,340,269,19497,52,95,71,75,5%,20%,25%,,
STPLS,JH,JH70389,70389,Organic Tattva Organic Suji 500g,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Organic Sooji,Organic Tattva,0.5,352,414,29373,53,75,56,62.25,10%,20%,25%,,
STPLS,JH,JH71025,71025,Organic Tattva Organic Whole Wheat Flour 5kg,GKM Based,NON KVI,Flours & Grains,Flours,Wheat Flour,Organic Whole wheat flour,Organic Tattva,5,149,88,31192,37,399,299,321,7%,20%,25%,,
STPLS,JH,JH2638,2638,Panchkanya Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Panchakanya,0.5,3014,28210,701168,74,48,18,25,28%,25%,30%,,
STPLS,JH,JH8552,8552,Panchkanya Sooji 500g,cost based,KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Panchakanya,0.5,7744,39436,990868,74,50,19,25,24%,20%,25%,,
STPLS,JH,JH2622,2622,Patanjali Daliya 500g,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Patanjali,0.5,1673,7501,262531,74,35,31,44,30%,20%,25%,,
STPLS,JH,JH2885,2885,Patanjali Pushtahar Daliya 500g,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Patanjali,0.5,788,2301,115050,74,50,44,50,12%,20%,25%,,
STPLS,JH,JH2620,2620,Patanjali Whole Wheat Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Patanjali,5,736,1120,285468,70,255,238,260,8%,7%,8%,,
STPLS,JH,JH99095,99095,Pro Poshan Besan | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Pro Poshan,0.5,2189,6141,367123,74,75,46,58,21%,20%,25%,,
STPLS,JH,JH102679,102679,Pro Poshan Maida | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Pro Poshan,0.5,1083,2557,69002,73,38,22,27,19%,25%,30%,,
STPLS,JH,JH103722,103722,Pro Poshan Premium Quality Superfine Rice Flour | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Rice Flour,Pro Poshan,0.5,1383,4931,192205,74,50,27,39,31%,30%,35%,,
STPLS,JH,JH99096,99096,Pro Poshan Ragi Flour 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Ragi Flour,Pro Poshan,0.5,711,1264,61923,74,70,34,49,31%,25%,30%,,
STPLS,JH,JH99099,99099,Pro Poshan Sattu 500g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Pro Poshan,0.5,622,1140,100249,74,95,66,88,25%,20%,25%,,
STPLS,JH,JH99097,99097,Pro Poshan Sooji 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Pro Poshan,0.5,1669,9218,253689,74,40,22,28,21%,20%,25%,,
STPLS,JH,JH2649,2649,Sarvoch Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Sarvochh,0.5,3414,6402,166233,74,39,20,26,23%,25%,30%,,
STPLS,JH,JH2650,2650,Sarvoch Sooji 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Sarvochh,0.5,4564,14526,385271,74,40,20,27,26%,25%,30%,,
STPLS,JH,JH77030,77030,Sattu 500g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,ASM,0.5,918,4121,318594,73,89,54,75,28%,20%,25%,,
STPLS,JH,JH66133,66133,Sheetal Bhog Atta 5 kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Sheetal Bhog,5,534,2668,500932,18,220,177,190,7%,6%,7%,,
STPLS,JH,JH33266,33266,Sheetal Bhog Super Atta 10 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Sheetal Bhog,10,351,1446,534479,20,420,350,375,7%,6%,7%,,
STPLS,JH,JH8283,8283,Shree Bhajan Whole Wheat Atta 10 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Shree Bhajan,10,1593,15009,5917499,74,460,352,394,11%,7%,8%,,
STPLS,JH,JH9878,9878,Shree Bhajan Whole Wheat Atta 5 Kg,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Shree Bhajan,5,6214,24141,4800597,74,240,185,199,7%,7%,9%,,
STPLS,JH,JH71600,71600,Tata Sampann Chana Dal Fine Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Tata Sampann,0.5,77,1413,105883,73,75,56,75,25%,20%,25%,,
STPLS,JH,JH95356,95356,Wheat Atta 1 Kg Loose,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Loose Container,1,31796,244091,8696485,74,60,29,36,19%,10%,12%,,
STPLS,WB,WB1614,1614,Aashirvaad Multigrain Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Multigrain Flour,Multigrain Flour,Aashirvaad,5,544,2747,901065,79,383,314,329,5%,7%,8%,,
STPLS,WB,WB12388,12388,Aashirvaad Select Sharbatti Atta 5 kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Sharbati wheat flour,Aashirvaad,5,297,187,61525,50,375,307,325,6%,7%,8%,,
STPLS,WB,WB1615,1615,Aashirvaad Shudh Chakki Atta 10 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,10,532,2652,1242766,79,534,436,474,8%,5%,7%,,
STPLS,WB,WB2405,2405,Aashirvaad Shudh Chakki Atta 5 Kg,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,5,1308,10986,2666154,79,283,227,239,5%,5%,7%,,
STPLS,WB,WB94200,94200,Aashirvad Whole Wheat Atta 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Aashirvaad,1,1017,5752,304794,79,56,45,53,15%,8%,10%,,
STPLS,WB,WB13297,13297,Bambino Dalia 400g,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Bambino,0.4,80,856,31255,60,35,28,33.6,17%,20%,25%,,
STPLS,WB,WB101722,101722,Bambino Roasted Dalia 500g Pack of 1,GKM Based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Roasted Dalia,Bambino,0.5,101,313,17215,59,55,44,46,4%,20%,25%,,
STPLS,WB,WB2621,2621,Fortune Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Fortune,0.5,2461,7110,462092,79,85,51,65,22%,20%,25%,,
STPLS,WB,WB2619,2619,Fortune Chakki Fresh Atta | 5kg | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Fortune,5,1542,5741,1317104,79,270,209,232,10%,6%,7%,,
STPLS,WB,WB42934,42934,Ganesh Chana Besan 500g,cost based,KVI,Flours & Grains,Flours,Besan,Besan,Ganesh,0.5,2223,10734,734154,79,80,52,67,22%,20%,25%,,
STPLS,WB,WB22383,22383,Ganesh Chana Sattu 200g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Ganesh,0.2,408,6655,239380,79,36,27,33,18%,20%,25%,,
STPLS,WB,WB23482,23482,Ganesh Chana Sattu 500g,cost based,NON KVI,Flours & Grains,Flours,Sattu,Sattu,Ganesh,0.5,459,9936,840493,79,89,66,82,20%,20%,25%,,
STPLS,WB,WB102243,102243,Ganesh Jawari Atta | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Jowar Flour,Ganesh,0.5,1,224,14336,56,67,45,64,30%,30%,35%,,
STPLS,WB,WB17487,17487,Ganesh Maida 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Ganesh,1,573,12157,741551,79,62,48,60,20%,15%,20%,,
STPLS,WB,WB13314,13314,Ganesh Maida 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Ganesh,0.5,539,4850,161056,79,33,25,32,22%,20%,25%,,
STPLS,WB,WB13302,13302,Ganesh Sooji 500g,cost based,KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Ganesh,0.5,1457,20317,661781,79,34,25,33,24%,25%,30%,,
STPLS,WB,WB66327,66327,Ganesh Wheat Dalia 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Ganesh,0.5,994,7738,409266,79,52,40,54,26%,20%,25%,,
STPLS,WB,WB27729,27729,Ganesh Whole Wheat Chakki Atta 1 kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Ganesh,1,834,7477,378348,79,57,44,51,14%,10%,12%,,
STPLS,WB,WB18143,18143,Ganesh Whole Wheat Chakki Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Ganesh,5,801,5779,1355239,79,288,217,235,8%,7%,8%,,
STPLS,WB,WB104503,104503,KPS Kitchen King Maida 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Kps Kitchen King,1,165,1287,66030,75,60,43,54,20%,20%,25%,,
STPLS,WB,WB104502,104502,KPS Kitchen King Maida 500 g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Kps Kitchen King,0.5,242,1035,26213,74,35,22,26,15%,20%,25%,,
STPLS,WB,WB104506,104506,KPS Kitchen King Sooji 200 g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Kps Kitchen King,0.2,258,2068,26823,78,15,9,14,36%,25%,30%,,
STPLS,WB,WB104505,104505,KPS Kitchen King Sooji 500 g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Kps Kitchen King,0.5,81,2918,80046,78,35,22,28,21%,20%,25%,,
STPLS,WB,WB104500,104500,KPS Kitchen King Whole Wheat Chakki Atta 1 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Kps Kitchen King,1,298,1439,55877,76,55,36,40,10%,10%,12%,,
STPLS,WB,WB104501,104501,KPS Kitchen King Whole Wheat Chakki Atta 5 Kg,cost based,NON KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Kps Kitchen King,5,169,2292,443574,78,250,180,195,8%,6%,7%,,
STPLS,WB,WB95370,95370,Maida Loose | 1kg | Pack of 1,cost based,Super KVI,Flours & Grains,Flours,Maida,Maida,Loose Container,1,16034,85152,3179861,79,60,30,35,14%,15%,20%,,
STPLS,WB,WB104122,104122,Manpasand Chana Besan 200g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Manpasand,0.2,122,2597,67522,78,30,20,26,23%,20%,25%,,
STPLS,WB,WB104121,104121,Manpasand Chana Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Manpasand,0.5,66,3438,206500,77,72,50,60,17%,20%,25%,,
STPLS,WB,WB104127,104127,Manpasand Dalia 500g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Daliya,Daliya,Manpasand,0.5,0,1202,46184,71,50,30,39,23%,20%,25%,,
STPLS,WB,WB104124,104124,Manpasand Maida - 1kg,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Manpasand,1,164,1476,85560,78,62,46,56,18%,15%,20%,,
STPLS,WB,WB104125,104125,Manpasand Maida - 500g,cost based,NON KVI,Flours & Grains,Flours,Maida,Maida,Manpasand,0.5,1040,1059,30711,78,32,23,29,21%,20%,25%,,
STPLS,WB,WB80510,80510,Manpasand Sooji | 500g | Pack of 1,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Manpasand,0.5,107,6065,178549,78,35,25,29,14%,20%,25%,,
STPLS,WB,WB104123,104123,Manpasand Sooji 200g,cost based,NON KVI,Flours & Grains,Sooji & Daliya,Sooji & Rava,Sooji,Manpasand,0.2,170,2079,31185,78,16,11,15,27%,25%,30%,,
STPLS,WB,WB99159,99159,Mayurank Arrowroot 500g,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Arrowroot Powder,Mayurank,0.5,150,696,32060,78,48,34,46,26%,30%,35%,,
STPLS,WB,WB99172,99172,Mayurank Bajra Flour - 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Bajra Flour,Mayurank,0.5,150,1327,54390,78,42,29,41,29%,30%,35%,,
STPLS,WB,WB99176,99176,Mayurank Jowar Flour 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Jowar Flour,Mayurank,0.5,121,1184,48538,79,42,29,41,29%,30%,35%,,
STPLS,WB,WB99175,99175,Mayurank Ragi Flour 500g,cost based,NON KVI,Flours & Grains,Flours,Millet Flour,Ragi Flour,Mayurank,0.5,156,1877,86342,79,48,34,46,26%,25%,30%,,
STPLS,WB,WB99170,99170,Mayurank Rice Powder Boiled 500g 1N,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Rice Flour,Mayurank,0.5,1045,1504,49622,78,33,25,35,29%,30%,35%,,
STPLS,WB,WB99171,99171,Mayurank Rice Powder Raw 500g,cost based,NON KVI,Flours & Grains,Flours,Other Flours,Rice Flour,Mayurank,0.5,2029,3370,104424,79,31,23,32,28%,30%,35%,,
STPLS,WB,WB71094,71094,Organic Tattva Foxtail Millet | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Grains,Millets & Other Grains,Organic Foxtail Millet,Organic Tattva,0.5,314,118,18196,45,185,139,153.55,9%,20%,25%,,
STPLS,WB,WB70328,70328,Organic Tattva Organic Bajra Flour | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Bajra Flour,Organic Tattva,0.5,289,382,27122,50,75,56,62.25,10%,20%,25%,,
STPLS,WB,WB27223,27223,Organic Tattva Organic Jowar Flour - 500g,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Jowar Flour,Organic Tattva,0.5,237,371,28196,52,80,60,66.4,10%,20%,25%,,
STPLS,WB,WB27447,27447,Organic Tattva Organic Quinoa 500g,GKM Based,NON KVI,Flours & Grains,Grains,Millets & Other Grains,Organic Quinoa,Organic Tattva,0.5,56,32,8832,19,290,217,276,21%,20%,25%,,
STPLS,WB,WB28709,28709,Organic Tattva Organic Ragi Flour | 500g | Pack of 1,GKM Based,NON KVI,Flours & Grains,Flours,Millet Flour,Organic Ragi Flour,Organic Tattva,0.5,336,585,47946,52,95,71,78.85,10%,20%,25%,,
STPLS,WB,WB71025,71025,Organic Tattva Organic Whole Wheat Flour 5kg,GKM Based,NON KVI,Flours & Grains,Flours,Wheat Flour,Organic Whole wheat flour,Organic Tattva,5,223,99,38441,35,399,299,351.12,15%,20%,25%,,
STPLS,WB,WB71600,71600,Tata Sampann Chana Dal Fine Besan 500g,cost based,NON KVI,Flours & Grains,Flours,Besan,Besan,Tata Sampann,0.5,120,1339,100281,78,75,56,75,25%,20%,25%,,
STPLS,WB,WB95356,95356,Wheat Atta 1 Kg Loose,cost based,Super KVI,Flours & Grains,Flours,Wheat Flour,Whole wheat flour,Loose Container,1,47080,351936,12705287,79,60,30,36,17%,10%,12%,,
STPLS,CG,CG97383,97383,Jaiphal / Nutmeg 25g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JAIPHAL,ASM,0.025,334,629,30566,33,69,24,50,52%,50%,55%,,
STPLS,CG,CG97376,97376,Kababchini 25g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,KABABCHINI,ASM,0.025,287,291,24960,32,119,33,90,63%,65%,70%,,
STPLS,CG,CG97360,97360,Kashmiri Red Chilli Whole 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CHILLI WHOLE,ASM,0.05,356,766,30094,33,59,22,40,45%,40%,45%,,
STPLS,CG,CG97359,97359,Star Anise Karan Phool 25g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,STARANISE,ASM,0.025,587,1368,42217,33,39,16,30,47%,45%,50%,,
STPLS,CG,CG644,644,Ajwain 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,AJWAIN,ASM,0.1,556,2773,99886,33,49,22,38,42%,35%,40%,,
STPLS,CG,CG643,643,Ajwain 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,AJWAIN,ASM,0.05,467,2213,44208,33,29,11,20,45%,45%,50%,,
STPLS,CG,CG88014,88014,Badi Elaichi 20g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CARDAMOM BIG,ASM,0.02,422,708,47063,32,99,42,70,40%,40%,45%,,
STPLS,CG,CG654,654,Badi Elaichi 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CARDAMOM BIG,ASM,0.05,659,1245,193356,33,199,105,152,31%,30%,35%,,
STPLS,CG,CG93163,93163,Big Mustard Seeds 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD BLACK,ASM,0.1,539,2494,39902,33,29,9,16,44%,45%,50%,,
