State,Item Code,Item Name,Category,Sub-Category,Leaf Category,Brand,Product Type,Marketd By,Master Catgory
JH,17696,Veet Hair Removal Cream For Normal Skin 30g,Personal Care,Feminine Hygiene,Hair Removal Creams & Sprays,Veet,Hair Removal Cream,Reckitt Benckiser,FMCGNF
JH,9963,Stayfree Cottony XL Sanitary Pads | Pack of 40 Pads,Personal Care,Feminine Hygiene,Sanitary Pads,Stayfree,Sanitary Pad,Johnson & Johnson,FMCGNF
JH,79074,Ultra Whisper No Gap No Leaks Xl+ 7N | Pack of 1,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,10717,Whisper Bindazzz Night XXL | 30 Pads | Pack of 1,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,11577,Whisper Ultra Bindazzz Nights XXL | 15 Pads | Pack of 1,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,81308,Whisper Choice Night Sanitary Pads XXL 16 N,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,42781,Whisper Choice Regular | 15 Pads | Pack of 1,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,11578,Whisper Choice Ultra XL - 6 Pads,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,8605,Whisper Choice Ultra XL | Pack of 20 Pads,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,15737,Whisper Choice XL Sanitary Pads 280mm | Pack of 18 Pads,Personal Care,Feminine Hygiene,Sanitary Pads,Whisper,Sanitary Pad,Procter & Gamble,FMCGNF
JH,964,Bajaj Almond Drops Hair Oil | 180ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Bajaj,Almond Hair Oil,Bajaj Consumer Care Ltd.,FMCGNF
JH,963,Bajaj Almond Drops Hair Oil 95ml,Personal Care,Hair Care,Hair Oil,Bajaj,Almond Hair Oil,Bajaj Consumer Care Ltd.,FMCGNF
JH,1332,Clinic Plus Strong & Long Health Shampoo | 175ml | Pack of 1,Personal Care,Hair Care,Shampoo,Clinic Plus,Shampoo,HUL,FMCGNF
JH,8303,Dabur Amla Hair Oil | 180ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Dabur,Amla Hair Oil,Dabur India Limited,FMCGNF
JH,73485,Dabur Sarso Amla Hair Oil 300ml,Personal Care,Hair Care,Hair Oil,Dabur,Amla Hair Oil,Dabur India Limited,FMCGNF
JH,1476,Dabur Sarson Amla Hair Oil | 170ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Dabur,Amla Hair Oil,Dabur India Limited,FMCGNF
JH,13058,Clinic Plus Strong & Thick Shampoo 175ml,Personal Care,Hair Care,Shampoo,Clinic Plus,Shampoo,HUL,FMCGNF
JH,1561,Dove Hair Fall Rescue Conditioner 75ml,Personal Care,Hair Care,Hair Conditioner,Dove,Conditioner,HUL,FMCGNF
JH,8391,Clinic Plus Strong & Long Health Shampoo 355ml | Pack of 1,Personal Care,Hair Care,Shampoo,Clinic Plus,Shampoo,HUL,FMCGNF
JH,3732,Garnier Black Creamy 3 Brown Black Hair Color 20M+20g,Personal Care,Hair Care,Hair Colour & Dyes,Garnier,Hair Colour,L'Oreal India Pvt. Ltd.,FMCGNF
JH,3729,Garnier Black Natural 3.16 Burgndy Hair Color 20ml,Personal Care,Hair Care,Hair Colour & Dyes,Garnier,Hair Colour,L'Oreal India Pvt. Ltd.,FMCGNF
JH,3733,Garnier Black Natural Cream 2 Original Black Hair Color 20M+20g,Personal Care,Hair Care,Hair Colour & Dyes,Garnier,Hair Colour,L'Oreal India Pvt. Ltd.,FMCGNF
JH,11591,Garnier Black Naturals 1.0 Hair Color 20ml + 20g,Personal Care,Hair Care,Hair Colour & Dyes,Garnier,Hair Colour,L'Oreal India Pvt. Ltd.,FMCGNF
JH,29559,Godrej Expert Rich Creme Hair Color 11g+11ml,Personal Care,Hair Care,Hair Colour & Dyes,Godrej,Hair Colour,Godrej Consumer Products,FMCGNF
JH,3688,Godrej Nupur Henna Mehendi | 65 g | Pack of 1,Personal Care,Hair Care,Hair Colour & Dyes,Godrej,Mehendi,Godrej Consumer Products,FMCGNF
JH,10326,Hair & Care Aloe Vera Hair Oil 100ml,Personal Care,Hair Care,Hair Oil,Hair & Care,Hair Oil,Marico limited,FMCGNF
JH,1578,Dove Daily Shine Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,Dove,Shampoo,HUL,FMCGNF
JH,4972,Himani Cool Hair Oil Navratna 90ml,Personal Care,Hair Care,Hair Oil,Navratna,Hair Oil,Emami Ltd,FMCGNF
JH,3798,L'Oreal Hair Total Repair Hair Conditioner | 175ml | Pack of 1,Personal Care,Hair Care,Hair Conditioner,L'Oreal Paris,Conditioner,L'Oreal India Pvt. Ltd.,FMCGNF
JH,12963,Dove Nutritive Solution Hair Fall Rescue Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,Dove,Shampoo,HUL,FMCGNF
JH,3810,Livon Silky Hair Serum 50ml,Personal Care,Hair Care,Hair Serum,Livon,Hair Serum,Marico limited,FMCGNF
JH,4981,Nihar Naturals Coconut Hair Oil | 200ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Nihar,Coconut Hair Oil,Marico limited,FMCGNF
JH,1570,Dove Anti Dandruff Care Shampoo 180ml,Personal Care,Hair Care,Shampoo,Dove,Shampoo,HUL,FMCGNF
JH,10712,Head & Shoulder Anti Dandruff Smooth & Silky Shampoo 72ml,Personal Care,Hair Care,Shampoo,Head & Shoulders,Shampoo,Procter & Gamble,FMCGNF
JH,3730,Garnier Black Natural 4 + Natural Brown Hair Color 20ml,Personal Care,Hair Care,Hair Colour & Dyes,Garnier,Hair Colour,L'Oreal India Pvt. Ltd.,FMCGNF
JH,9219,Hair & Care Non Sticky Hair Oil For Damage Repair Aloe Vera Olive Oil & Green Tea 200ml,Personal Care,Hair Care,Hair Oil,Hair & Care,Hair Oil,Marico limited,FMCGNF
JH,11600,L'Oreal Paris Total Repair 5 Damaged Hair Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,L'Oreal Paris,Shampoo,L'Oreal India Pvt. Ltd.,FMCGNF
JH,3819,Loreal Paris 6 Oil Nourishing Conditioner 180ml,Personal Care,Hair Care,Hair Conditioner,L'Oreal Paris,Conditioner,L'Oreal India Pvt. Ltd.,FMCGNF
JH,9206,Nihar Naturals Shanti Badam Amla Hair Oil 240ml,Personal Care,Hair Care,Hair Oil,Nihar,Amla Hair Oil,Marico limited,FMCGNF
JH,96843,Nisha Hair Color Powder Natural Brown 25g,Personal Care,Hair Care,Hair Colour & Dyes,Nisha,Hair Colour,Yutika Natural Pvt Ltd,FMCGNF
JH,46933,Nisha Natural Black Herbal Care 25g,Personal Care,Hair Care,Hair Colour & Dyes,Nisha,Hair Colour,Yutika Natural Pvt Ltd,FMCGNF
JH,4996,Parachute Advanced Jasmine Coconut Hair Oil 90ml,Personal Care,Hair Care,Hair Oil,Parachute Advansed,Coconut Hair Oil,Marico limited,FMCGNF
JH,5003,Parachute Coconut Oil Bottle | 100ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Parachute,Coconut Hair Oil,Marico limited,FMCGNF
JH,23642,Parachute Coconut Oil Bottle | 600ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Parachute,Coconut Hair Oil,Marico limited,FMCGNF
JH,12463,Parachute Coconut Oil Bottle 200ml,Personal Care,Hair Care,Hair Oil,Parachute,Coconut Hair Oil,Marico limited,FMCGNF
JH,27354,Parachute Coconut Oil Bottle | 300ml | Pack of 1,Personal Care,Hair Care,Hair Oil,Parachute,Coconut Hair Oil,Marico limited,FMCGNF
JH,77843,L'Oreal Paris Hyaluron Moisture Hyaluronic Acid Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,L'Oreal Paris,Shampoo,L'Oreal India Pvt. Ltd.,FMCGNF
JH,3892,Streax Hair Serum Vitamin C with Walnut Oil 45ml,Personal Care,Hair Care,Hair Serum,Streax,Hair Serum,Hygienic Research Institute,FMCGNF
JH,12585,Streax Insta 1 Natural Black Colour Shampoo 18ml,Personal Care,Hair Care,Hair Colour & Dyes,Streax,Hair Colour,Hygienic Research Institute,FMCGNF
JH,14320,Patanjali Kesh Kanti Natural Hair Cleanser Shampoo 180ml,Personal Care,Hair Care,Shampoo,Patanjali,Shampoo,Patanjali Ayurved,FMCGNF
JH,8555,Sunsilk Black Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,Sunsilk,Shampoo,HUL,FMCGNF
JH,10028,Sunslik Lusciosly Thick & Long Sampoo 180ml,Personal Care,Hair Care,Shampoo,Sunsilk,Shampoo,HUL,FMCGNF
JH,35735,Tresemme Keratin Smooth Conditioner | 80ml | Pack of 1,Personal Care,Hair Care,Hair Conditioner,Tresemme,Conditioner,HUL,FMCGNF
JH,3893,Streax Insta Burgundy 3.16 Shampoo Hair Color 18ml,Personal Care,Hair Care,Hair Colour & Dyes,Streax,Hair Colour,Hygienic Research Institute,FMCGNF
JH,10031,Sunsilk Stunning Black Shine Shampoo - 350ml,Personal Care,Hair Care,Shampoo,Sunsilk,Shampoo,HUL,FMCGNF
JH,3911,Tresemme Keratin Smooth Argan Oil Shampoo | 180ml | Pack of 1,Personal Care,Hair Care,Shampoo,Tresemme,Shampoo,HUL,FMCGNF
JH,15865,Tresemme Keratin Smooth With Keratin & Argan Shampoo - 340ml,Personal Care,Hair Care,Shampoo,Tresemme,Shampoo,HUL,FMCGNF
JH,4988,Parachute Advansed Hair Oil Aloe Vera + Enriched Coconut 150ml,Personal Care,Hair Care,Hair Oil,Parachute Advansed,Coconut Hair Oil,Marico limited,FMCGNF
JH,97027,Dettol Icy Cool Soap 100g x 5N,Personal Care,Bath & Body Wash,Soaps,Dettol,Soap,Reckitt Benckiser,FMCGNF
JH,1513,Dettol Original Soap Bar | 100g x 5 | Pack of 5,Personal Care,Bath & Body Wash,Soaps,Dettol,Soap,Reckitt Benckiser,FMCGNF
JH,97140,Dettol Orignal Soap 100g,Personal Care,Bath & Body Wash,Soaps,Dettol,Soap,Reckitt Benckiser,FMCGNF
JH,11994,Lifebuoy Silver Defence Soap 40g,Personal Care,Bath & Body Wash,Soaps,Lifebuoy,Soap,HUL,FMCGNF
JH,104374,Lifebuoy Expert Defense Bathing Bar | 4 x 100g + 100g Free | Pack of 5,Personal Care,Bath & Body Wash,Soaps,Lifebuoy,Soap,HUL,FMCGNF
JH,10739,Margo Neem Body Soap | 43g | Pack of 1,Personal Care,Bath & Body Wash,Soaps,Margo,Soap,Jyothy Labs,FMCGNF
JH,4143,Margo Original Neem Bathing Soap 100g,Personal Care,Bath & Body Wash,Soaps,Margo,Soap,Jyothy Labs,FMCGNF
JH,4144,Margo Original Neem Vitamin E Moisturizing Soap | 500g | Buy 4 Get 1 Free | Pack of 5,Personal Care,Bath & Body Wash,Soaps,Margo,Soap,Jyothy Labs,FMCGNF
JH,4708,Fiama Blackcurrant & Bearberry Shower Gel 250ml | Pack of 1,Personal Care,Bath & Body Wash,Shower Gel & Body Wash,Fiama,Body Wash,ITC Ltd,FMCGNF
JH,13570,Lux Body Wash Fragrant Skin Orchid Scent & Juniper Oil | 245ml | Pack of 1,Personal Care,Bath & Body Wash,Shower Gel & Body Wash,Lux,Body Wash,HUL,FMCGNF
JH,13569,Lux Body Wash Soft Skin French Rose & Almond Oil | 240ml | Pack of 1,Personal Care,Bath & Body Wash,Shower Gel & Body Wash,Lux,Body Wash,HUL,FMCGNF
JH,4172,Pears Pure And Gentle Body Wash | 250ml | Pack of 1,Personal Care,Bath & Body Wash,Shower Gel & Body Wash,Pears,Body Wash,HUL,FMCGNF
JH,13290,Cinthol Lime Refreshing Soap 100g,Personal Care,Bath & Body Wash,Soaps,Cinthol,Soap,Godrej Consumer Products,FMCGNF
JH,1611,Godrej Cinthol Cool Soap 75g*4,Personal Care,Bath & Body Wash,Soaps,Cinthol,Soap,Godrej Consumer Products,FMCGNF
JH,1613,Godrej Cinthol Lime Soap 75g Set Of 4,Personal Care,Bath & Body Wash,Soaps,Cinthol,Soap,Godrej Consumer Products,FMCGNF
JH,1562,Dove Cream Beauty Bathing Bar 100g,Personal Care,Bath & Body Wash,Soaps,Dove,Soap,HUL,FMCGNF
JH,1564,Dove Cream Beauty Bathing Bar 50g,Personal Care,Bath & Body Wash,Soaps,Dove,Soap,HUL,FMCGNF
JH,4170,Pears Pure And Gentle | 100g | Pack of 1,Personal Care,Bath & Body Wash,Soaps,Pears,Soap,HUL,FMCGNF
JH,9225,Pears Pure And Gentle Soap 60g,Personal Care,Bath & Body Wash,Soaps,Pears,Soap,HUL,FMCGNF
JH,4168,Pears Pure And Gentle Value Pack 125gx3N,Personal Care,Bath & Body Wash,Soaps,Pears,Soap,HUL,FMCGNF
JH,4173,Pears Soft & Fresh Soap Bar 100g,Personal Care,Bath & Body Wash,Soaps,Pears,Soap,HUL,FMCGNF
JH,4707,Fiama Bearberry & Blackcurrant Gel Bar - 125g,Personal Care,Bath & Body Wash,Soaps,Fiama,Soap,ITC Ltd,FMCGNF
JH,104557,Fiama Gel Bar Celebration Pack - 125g x 5,Personal Care,Bath & Body Wash,Soaps,Fiama,Soap,ITC Ltd,FMCGNF
JH,8275,Liril Lime And Tea Tree Oil Soap 75g,Personal Care,Bath & Body Wash,Soaps,Liril,Soap,HUL,FMCGNF
JH,13786,Lux Fresh Glow Soap 100g,Personal Care,Bath & Body Wash,Soaps,Lux,Soap,HUL,FMCGNF
JH,86569,Lux Ultimate Glow Jasmine Vitamin C+E Soap | 100g x 4N | Pack of 4,Personal Care,Bath & Body Wash,Soaps,Lux,Soap,HUL,FMCGNF
JH,4114,Godrej No. 1 Lime And Aloe Vera Soap | 5 x 100g | Pack of 5,Personal Care,Bath & Body Wash,Soaps,Godrej No.1,Soap,Godrej Consumer Products,FMCGNF
JH,5045,Liril Lime All Day Freshness Soap | 125g | Pack of 1,Personal Care,Bath & Body Wash,Soaps,Liril,Soap,HUL,FMCGNF
JH,4115,Godrej No. 1 Sandal Turmeric Soap | 100g x 5 Pcs | Pack of 5,Personal Care,Bath & Body Wash,Soaps,Godrej,Soap,Godrej Consumer Products,FMCGNF
JH,4149,Mysore Sandal Bathing Soap 75g,Personal Care,Bath & Body Wash,Soaps,Mysore Sandal,Soap,Karnataka Soaps & Detergents,FMCGNF
JH,4199,Santoor Total Skin Care Sandal & Turmeric 4x46g,Personal Care,Bath & Body Wash,Soaps,Santoor,Soap,Wipro Enterprises,FMCGNF
JH,4201,Santoor Sandal & Turmeric Soap | 4x100g | Pack of 1,Personal Care,Bath & Body Wash,Soaps,Santoor,Soap,Wipro Enterprises,FMCGNF
JH,29398,Nivea Frangipani & Oil Shower Gel 250ml,Personal Care,Bath & Body Wash,Shower Gel & Body Wash,Nivea,Body Wash,Nivea India Pvt. Ltd.,FMCGNF
JH,88117,Vim Lemon Dishwash Liquid Gel Refill Pouch | 900ml | Pack of 1,Cleaning & Household Needs,Dish Washing,Dishwash Liquid & Gel,Vim,Dishwash Liquid,HUL,FMCGNF
JH,4329,Good Knight Power Activ+ Refills | 45ml | Pack of 2,Cleaning & Household Needs,Repellents,Mosquito Repellants,Good Knight,Mosquito Repellent Liquid,Godrej Consumer Products,FMCGNF
JH,13646,Godrej Hit Anti Roach Gel | 20g | Pack of 1,Cleaning & Household Needs,Repellents,Cockroach Repellants,Hit,Cockroach Repellant Gel,Godrej Consumer Products,FMCGNF
JH,24204,Colgate Glow In Dark Toothpaste for Children 80g,Baby Care,Baby Oral and Hair Care,Baby Toothpastes,Colgate,Kids Toothpaste,Colgate Palmolive,FMCGNF
JH,33000,Lux International Creamy Perfection Plus Soap 125g,Personal Care,Bath & Body Wash,Soaps,Lux,Soap,HUL,FMCGNF
JH,74366,Emami Fair And Handsome Long Lasting Radiance Cream 30g,Personal Care,Face & Skin Care,Face Cream & Gel,Fair And Handsome,Face Cream,Emami Ltd,FMCGNF
JH,104516,Mamypoko pants All night absorb | XL | Pack of 11,Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
JH,103295,"MamyPoko Pants All Night Absorb Baby Diaper Pants (S, 4-8 kg, 56 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
JH,104790,Senu Disinfectant Citrus Surface Cleaner - 500ml,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Surface Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104791,Senu Disinfectant Floral Surface Cleaner - 500ml,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Surface Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104792,Senu Disinfectant Citrus Surface Cleaner - 975ml,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Surface Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104793,Senu Disinfectant Floral Surface Cleaner - 975ml,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Surface Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104794,Senu Disinfectant Toilet Cleaner - 500ml,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,Senu,Toilet Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104795,Senu Disinfectant Toilet Cleaner - 1L,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,Senu,Toilet Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104796,Senu Classic Perfumed White Floor Cleaner - 1L,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Floor Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104797,Senu Classic Perfumed White Floor Cleaner - 5L,Cleaning & Household Needs,Disinfectant & Cleaners,Floor & Surface Cleaners,Senu,Floor Cleaner,Neerava hygiene Products India Pvt.Ltd,FMCGNF
JH,104798,Senu Dishwash Concentrated Gel Lemon Power - 500ml,Cleaning & Household Needs,Dish Washing,Dishwash Liquid & Gel,Senu,Dishwash Liquid,Neerava hygiene Products India Pvt.Ltd,FMCGNF
CG,3437,Himalaya Gentle Baby Powder 100g,Baby Care,Baby Skin Care,Baby Body Powders,Himalaya,Baby Body Powder,The Himalaya Drug Company,FMCGNF
CG,3594,Johnson Baby Powder 100g,Baby Care,Baby Skin Care,Baby Body Powders,Johnson's,Baby Body Powder,Johnson & Johnson,FMCGNF
CG,3566,Himalaya Gentle Baby Cream 100ml,Baby Care,Baby Skin Care,Baby Creams,Himalaya,Baby Cream,The Himalaya Drug Company,FMCGNF
CG,3568,Himalaya Gentle Baby Cream - 50ml,Baby Care,Baby Skin Care,Baby Creams,Himalaya,Baby Cream,The Himalaya Drug Company,FMCGNF
CG,4958,Johnsons Baby Cream 50g,Baby Care,Baby Skin Care,Baby Creams,Johnson's,Baby Cream,Johnson & Johnson,FMCGNF
CG,3569,Himalaya Gentle Baby Lotion 100ml,Baby Care,Baby Skin Care,Baby Lotion,Himalaya,Baby Lotion,The Himalaya Drug Company,FMCGNF
CG,8474,Johnson's Baby Lotion | 100ml | Pack of 1,Baby Care,Baby Skin Care,Baby Lotion,Johnson's,Baby Lotion,Johnson & Johnson,FMCGNF
CG,1456,Dabur Lal Tail 100ml,Baby Care,Baby Skin Care,Baby Massage Oils,Dabur,Baby Massage Oil,Dabur India Limited,FMCGNF
CG,3436,Himalaya Baby Massage Oil With Olive Oil & Winter Cherry | 100ml | Pack of 1,Baby Care,Baby Skin Care,Baby Massage Oils,Himalaya,Baby Massage Oil,The Himalaya Drug Company,FMCGNF
CG,3595,Johnson Vitamin E Baby Oil 100ml,Baby Care,Baby Skin Care,Baby Massage Oils,Johnson's,Baby Massage Oil,Johnson & Johnson,FMCGNF
CG,3787,Himalaya Gentle Baby Shampoo 100ml,Baby Care,Baby Bath,Baby Shampoo,Himalaya,Baby Shampoo,The Himalaya Drug Company,FMCGNF
CG,3788,Himalaya Gentle Baby Shampoo 200ml | Pack of 1,Baby Care,Baby Bath,Baby Shampoo,Himalaya,Baby Shampoo,The Himalaya Drug Company,FMCGNF
CG,2416,Johnsons Baby No More Tears Shampoo 100ml,Baby Care,Baby Bath,Baby Shampoo,Johnson's,Baby Shampoo,Johnson & Johnson,FMCGNF
CG,4128,Himalaya Extra Moisturizing Baby Soap Aloe Vera Olive & Milk 75g,Baby Care,Baby Bath,Baby Soaps,Himalaya,Baby Soap,The Himalaya Drug Company,FMCGNF
CG,4124,Himalaya Refreshing Baby Soap 75g,Baby Care,Baby Bath,Baby Soaps,Himalaya,Baby Soap,The Himalaya Drug Company,FMCGNF
CG,10068,Johnsons Baby Soap With Baby Lotion & Vitamin E 75g,Baby Care,Baby Bath,Baby Soaps,Johnson's,Baby Soap,Johnson & Johnson,FMCGNF
CG,4403,Himalaya Gentle Baby Wipes 72N,Baby Care,Baby Hygiene,Diapers & Wipes,Himalaya,Baby Wipes,The Himalaya Drug Company,FMCGNF
CG,4405,Johnson Baby Skincare Wipes 20N,Baby Care,Baby Hygiene,Diapers & Wipes,Johnson's,Baby Wipes,Johnson & Johnson,FMCGNF
CG,13697,Mamy Poko Pants All Night Absorb | M | Pack of 15,Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,104515,"MamyPoko All Night Absorb Baby Diaper Pants (NB, Up to 5 kg, 20 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,12622,MamyPoko Pants All Night Absorb | Large | Pack of 13,Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,16242,MamyPoko Pants All Night Absorb | Small | Pack of 18,Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,91129,"MamyPoko Standard Crisscross Baby Diaper Pants (L, 9-14 kg, 40 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,91128,"MamyPoko Standard Crisscross Baby Diaper Pants (M, 7-12 kg, 46 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,MamyPoko,Diaper Pants,Unicharm India Pvt Ltd,FMCGNF
CG,11582,"Pampers Baby Dry Pant Diapers (M, 7-12 kg, 8 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,83958,"Pampers Happy Skin Baby Diaper Pants (L, 9-14 kg, 26 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,82804,"Pampers Happy Skin Baby Diaper Pants (M, 7-12 kg, 30 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,4550,"Pampers Happy Skin Baby Diaper Pants (NB, 0-5 kg, 10 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,82803,"Pampers Happy Skin Baby Diaper Pants (S, 4-8 kg, 38 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,8211,"Pampers Happy Skin Diaper Pants (L, 9 - 14 kg - 7 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,82789,"Pampers Happy Skin Diaper Pants (S, 4 - 8 kg - 10 Diapers)",Baby Care,Baby Hygiene,Diapers & Wipes,Pampers,Diaper Pants,Procter & Gamble,FMCGNF
CG,30404,Colgate Barbie Extra Soft 5Years+ Kids Toothbrush Pack of 1,Baby Care,Baby Oral and Hair Care,Baby Toothbrushes,Colgate,Kids Toothbrush,Colgate Palmolive,FMCGNF
CG,13769,Colgate Kids 0 to 2 Years Extra Soft Toothbrush 1N,Baby Care,Baby Oral and Hair Care,Baby Toothbrushes,Colgate,Kids Toothbrush,Colgate Palmolive,FMCGNF
CG,10825,Colgate Kids 2+ Years Extra Soft Toothbrush | Pack of 1,Baby Care,Baby Oral and Hair Care,Baby Toothbrushes,Colgate,Kids Toothbrush,Colgate Palmolive,FMCGNF
CG,4445,Gillette Guard Cartridges Pouch 4Pc,Personal Care,Mens Grooming,"Razors, Blades & Cartridges",Gillette,Blades & Cartridges,Procter & Gamble,FMCGNF
CG,86537,Gillette Guard Platinum Coated Razor Blade Cartridge 1N,Personal Care,Mens Grooming,"Razors, Blades & Cartridges",Gillette Guard,Blades & Cartridges,Procter & Gamble,FMCGNF
CG,5033,Gillette Guard Shaving Cream 125g,Personal Care,Mens Grooming,"Shaving Foam, Gel & Cream",Gillette Guard,Shaving Cream,Procter & Gamble,FMCGNF
CG,4442,Gillette Razor Guard 1N,Personal Care,Mens Grooming,"Razors, Blades & Cartridges",Gillette,Razor,Procter & Gamble,FMCGNF
CG,3552,Gillette Razor Presto B3G1 Free,Personal Care,Mens Grooming,"Razors, Blades & Cartridges",Gillette,Razor,Procter & Gamble,FMCGNF
CG,10420,Gillette Shave Brush 1N,Personal Care,Mens Grooming,Grooming Essentials,Gillette,Shaving Brush,Procter & Gamble,FMCGNF
CG,4458,Gillette Wilkinson Sword Razor Blades 5N,Personal Care,Mens Grooming,"Razors, Blades & Cartridges",Gillette,Blades & Cartridges,Procter & Gamble,FMCGNF
CG,11306,Moov Active Spray 35g,Health & Wellness,Pain Relief,Pain Relief Sprays,Moov,Pain Relief Spray,Reckitt Benckiser,FMCGNF
CG,3403,Moov Pain Relief Cream 20g,Health & Wellness,Pain Relief,Pain Relief Creams,Moov,Pain Relief Cream,Reckitt Benckiser,FMCGNF
CG,15692,All Out Ultra | 2 Refills | Pack of 2,Cleaning & Household Needs,Repellents,Mosquito Repellants,All Out,Mosquito Repellent Liquid,S C Johnson Products Pvt. Ltd,FMCGNF
CG,850,All Out Ultra Power Slider Machine + Refill 45ml | Pack of 1,Cleaning & Household Needs,Repellents,Mosquito Repellants,All Out,Mosquito Repellent Liquid,S C Johnson Products Pvt. Ltd,FMCGNF
CG,4334,Good Knight Flash Combo Pack Machine + Refill 1 N,Cleaning & Household Needs,Repellents,Mosquito Repellants,Good Knight,Mosquito Repellent Liquid,Godrej Consumer Products,FMCGNF
CG,76434,Good Knight Flash Mosquito Repellent Refill | 45ml x 2 | Pack of 2,Cleaning & Household Needs,Repellents,Mosquito Repellants,Good Knight,Mosquito Repellent Liquid,Godrej Consumer Products,FMCGNF
CG,4337,HIT Hidden Cockroach Repellent Spray | 200ml | Pack of 1,Cleaning & Household Needs,Repellents,Cockroach Repellants,Hit,Cockroach Repellant Spray,Godrej Consumer Products,FMCGNF
CG,8279,HIT Mosquito and Flies Killer Spray | 625ml | Pack of 1,Cleaning & Household Needs,Repellents,Mosquito Repellants,Hit,Flying Insects Spray,Godrej Consumer Products,FMCGNF
CG,8112,Mortein Power Booster Mosquito Coils 10 Pcs,Cleaning & Household Needs,Repellents,Mosquito Repellants,Mortein,Mosquito Coil,Reckitt Benckiser,FMCGNF
